id,event_time,zipcode,price,bedrooms,bathrooms,sqft_living,city,state,county,price_per_sqft,avg_price_by_city,avg_price_per_sqft_by_city,above_avg_price_per_sqft
cebf1463-cbdb-4b6e-969b-36f5132ed370,2024-10-27T17:39:31Z,95821.0,659000.0,3.0,3.0,2306.0,Sacramento,California,Sacramento,285.7762359063313,518119.5229608295,330.28522793938606,0
f475ca50-07c3-44ff-acfd-55e0a62d2560,2024-10-27T17:39:31Z,93704.0,369900.0,3.0,2.0,1587.0,Fresno,California,Fresno,233.0812854442344,451738.3424036281,242.1265296314204,0
e97c834c-03cc-4712-9376-ff20b661b485,2024-10-27T17:39:31Z,43081.0,249900.0,4.0,3.0,1866.0,Westerville,Ohio,Franklin,133.92282958199357,331640.35714285716,191.25894340138316,0
c054f44a-4701-4100-b146-59726b7240f8,2024-10-27T17:39:31Z,12885.0,217900.0,3.0,3.0,2500.0,Thurman,New York,Unknown,87.16,217900.0,87.16,0
94bdcfb4-8859-454e-8e55-19042f51e914,2024-10-27T17:39:31Z,23462.0,385000.0,5.0,2.0,2088.0,Virginia Beach,Virginia,Virginia Beach,184.38697318007664,569897.8429378531,260.31958761612316,0
b31ab1ed-1b74-41b5-a3fa-f44e66ee1888,2024-10-27T17:39:31Z,95111.0,1017888.0,4.0,4.0,1593.0,San Jose,California,Santa Clara,638.9755178907722,1285340.6533166459,764.4472856684433,0
7cc06ba6-db28-41c0-99ce-06fcdbdfc4c6,2024-10-27T17:39:31Z,92120.0,995000.0,3.0,3.0,1616.0,San Diego,California,San Diego,615.7178217821782,1111665.110691824,704.342853146312,0
70993345-3408-4c88-b0d6-4bd3bf9ac6ef,2024-10-27T17:39:31Z,79934.0,227950.0,4.0,2.0,1397.0,El Paso,Texas,El Paso,163.1710808876163,298545.9697322468,154.85224141258956,1
aec93ffa-aa07-4aae-bded-d655d4d9edf7,2024-10-27T17:39:31Z,30349.0,125000.0,3.0,3.0,2500.0,Atlanta,Georgia,Unknown,50.0,690797.5069532237,752.1646410903646,0
2958424c-df21-4e88-8a93-342f5ec698b2,2024-10-27T17:39:31Z,55407.0,164900.0,2.0,2.0,1070.0,Minneapolis,Minnesota,Hennepin,154.11214953271028,419714.75,239.45603788499875,0
